pl_name,hostname,ra,dec
Kepler-106 e,Kepler-106,300.864006,44.3375497
Kepler-62 f,Kepler-62,283.2125621,45.3496992
KOI-1599.02,KOI-1599,298.3738383,40.6184483
51 Peg b,51 Peg,344.3675399,20.7690958
HD 217107 c,HD 217107,344.5647243,-2.3954489
HD 238914 b,HD 238914,279.5842102,59.2538819
TYC 3318-01333-1 b,TYC 3318-01333-1,45.5825716,49.7441421
BD-10 3166 b,BD-10 3166,164.6191243,-10.7704227
Kepler-1705 b,Kepler-1705,301.5785316,44.3121639
Kepler-1705 c,Kepler-1705,301.5785316,44.3121639
Kepler-139 d,Kepler-139,282.3919451,43.8894167
Kepler-409 b,Kepler-409,293.6792058,46.8527337
Kepler-95 b,Kepler-95,284.4824281,44.397891
HD 211970 b,HD 211970,335.5661579,-54.5596006
HD 102843 b,HD 102843,177.5854673,-1.2522989
HD 103949 b,HD 103949,179.5479558,-23.9241221
HD 21411 b,HD 21411,51.5474155,-30.6168403
HD 64114 b,HD 64114,117.982556,-11.0337221
HIP 54373 c,HIP 54373,166.8643532,-19.2916857
HD 24085 b,HD 24085,56.2563447,-70.0245193
HIP 71135 b,HIP 71135,218.2158073,-52.6464757
LSPM J2116+0234 b,LSPM J2116+0234,319.1147513,2.5807711
HD 126525 b,HD 126525,216.8852514,-51.9329118
HD 25171 b,HD 25171,58.9574779,-65.1863239
HD 48265 b,HD 48265,100.0073683,-48.5418284
DE CVn b,DE CVn,201.7207198,45.5455449
TOI-615 b,TOI-615,133.4086892,-40.543701
Kepler-730 b,Kepler-730,285.5547895,45.578842
HD 20003 b,HD 20003,46.9090081,-72.3219221
HD 20003 c,HD 20003,46.9090081,-72.3219221
HD 20781 c,HD 20781,50.0139757,-28.7841175
HD 21693 b,HD 21693,51.8040469,-58.3232726
HD 21693 c,HD 21693,51.8040469,-58.3232726
HD 20781 d,HD 20781,50.0139757,-28.7841175
HD 31527 b,HD 31527,73.9096193,-23.2413163
HD 51608 b,HD 51608,103.7137102,-55.2600189
HD 117618 b,HD 117618,203.1066418,-47.2719049
HD 65216 b,HD 65216,118.4209646,-63.6466892
HD 85390 b,HD 85390,147.5105663,-49.7905254
HD 89744 b,HD 89744,155.5433193,41.2289354
HD 65216 c,HD 65216,118.4209646,-63.6466892
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,269.8230833,-26.982
YZ Cet d,YZ Cet,18.1330792,-16.9962434
2MASS J04414489+2301513 b,2MASS J04414489+2301513,70.4371079,23.0308544
PSR B0329+54 b,PSR B0329+54,53.2472749,54.5791636
DMPP-2 b,DMPP-2,27.407731,-34.4590985
DMPP-1 b,DMPP-1,86.7761233,-10.6303217
DMPP-3 A b,DMPP-3 A,91.624382,-72.5126648
GJ 180 b,GJ 180,73.460097,-17.776194
GJ 180 d,GJ 180,73.460097,-17.776194
GJ 3082 b,GJ 3082,18.6432425,-53.9407751
GJ 433 b,GJ 433,173.8619194,-32.5436302
Kepler-1661 b,Kepler-1661,285.1670927,41.9669383
GJ 1061 b,GJ 1061,54.0032486,-44.5143104
Kepler-145 b,Kepler-145,291.3877397,44.5290465
Kepler-92 d,Kepler-92,289.0860607,41.5630224
CoRoT-31 b,CoRoT-31,94.820735,-4.4222978
Kepler-1649 c,Kepler-1649,292.5029676,41.8299933
KOI-1783.01,KOI-1783,289.3414629,46.988155
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,269.956042,-28.5286389
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,273.003083,-25.7116111
Kepler-160 b,Kepler-160,287.773573,42.8692755
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,269.717926,-27.6135559
HD 33142 b,HD 33142,76.8980559,-13.9863374
HD 19615 b,HD 19615,48.7813299,73.868015
HD 174205 b,HD 174205,280.7932014,70.7928237
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,272.1769583,-29.8358056
HD 33142 c,HD 33142,76.8980559,-13.9863374
Kepler-444 c,Kepler-444,289.7528323,41.631884
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,269.11625,-28.2011111
42 Dra b,42 Dra,276.4975053,65.5633652
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,271.742208,-26.8196917
HD 13808 c,HD 13808,33.1780708,-53.7437591
HD 60292 b,HD 60292,114.6201698,66.2350517
HD 112640 b,HD 112640,194.2415171,67.2429122
HD 9446 b,HD 9446,23.3350424,29.2649187
HD 9446 c,HD 9446,23.3350424,29.2649187
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,268.913958,-28.4768472
Kepler-323 c,Kepler-323,291.3822988,38.1274595
Kepler-1491 b,Kepler-1491,293.6297645,45.7406293
Kepler-107 e,Kepler-107,297.028162,48.2086019
Kepler-864 b,Kepler-864,285.0570943,46.3206074
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,267.540708,-34.6731944
HD 134987 b,HD 134987,228.3675397,-25.3096721
Kepler-107 d,Kepler-107,297.028162,48.2086019
Kepler-1655 b,Kepler-1655,286.6895986,39.2120802
Kepler-21 b,Kepler-21,287.3619673,38.7141384
Kepler-177 b,Kepler-177,286.0471442,45.0532038
Kepler-107 c,Kepler-107,297.028162,48.2086019
USco CTIO 108 b,USco CTIO 108,241.4752653,-18.3124167
Kepler-311 b,Kepler-311,282.0612731,47.0854984
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,268.2804667,-30.2456583
LkCa 15 c,LkCa 15,69.8241791,22.3508662
HD 33142 d,HD 33142,76.8980559,-13.9863374
HD 150010 b,HD 150010,247.8670682,72.6125804
AB Aur b,AB Aur,73.9410446,30.5510888
HD 18742 b,HD 18742,45.0443115,-20.8027024
HD 197037 b,HD 197037,309.8869681,42.247593
HIP 57274 d,HIP 57274,176.1705487,30.9576484
Kepler-326 c,Kepler-326,294.3255898,46.0022646
Kepler-252 b,Kepler-252,295.579329,44.5459052
Kepler-110 c,Kepler-110,292.9291693,48.6028303
Kepler-273 b,Kepler-273,291.3021458,47.6976573
Kepler-265 e,Kepler-265,290.5104788,41.244743
Kepler-1111 b,Kepler-1111,295.4634045,45.8127697
47 UMa b,47 UMa,164.8647611,40.4304931
tau Boo b,tau Boo,206.8134593,17.4571647
HD 192310 c,HD 192310,303.8284712,-27.0337556
HD 137388 b,HD 137388,233.915082,-80.2044169
HD 5319 c,HD 5319,13.7558096,0.7893425
GJ 422 b,GJ 422,168.9810458,-57.5425629
Kepler-55 f,Kepler-55,285.1683291,44.0264898
Kepler-55 d,Kepler-55,285.1683291,44.0264898
HD 82943 b,HD 82943,143.7114034,-12.1302976
HD 82943 c,HD 82943,143.7114034,-12.1302976
GJ 581 c,GJ 581,229.8564725,-7.7226935
HD 188015 b,HD 188015,298.0191857,28.0999769
HD 11964 c,HD 11964,29.2884252,-10.2434693
HD 69830 c,HD 69830,124.6010091,-12.6364246
HD 69830 d,HD 69830,124.6010091,-12.6364246
HD 141399 b,HD 141399,236.7235392,46.986288
HD 141399 c,HD 141399,236.7235392,46.986288
HD 12661 c,HD 12661,31.1423525,25.4135632
HD 7924 d,HD 7924,20.4956562,76.7101475
HD 221416 b,HD 221416,353.0331863,-21.8012007
HR 858 c,HR 858,42.9849779,-30.8140609
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,269.9834167,-28.99775
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,270.9116667,-29.6043889
Kepler-297 c,Kepler-297,283.2091605,48.7776156
HD 92788 c,HD 92788,160.7021351,-2.1847173
HD 3651 b,HD 3651,9.8387218,21.2488844
HD 155193 b,HD 155193,257.4208876,10.0381003
HD 142022 A b,HD 142022 A,242.5481731,-84.2317494
HD 214823 b,HD 214823,340.0832062,31.7875183
HD 18015 b,HD 18015,43.3636339,-8.8480392
TOI-237 b,TOI-237,353.2435381,-29.416487
HD 7449 b,HD 7449,18.621465,-5.0479716
TOI-1450 A c,TOI-1450 A,286.8540627,59.0866254
HD 13931 b,HD 13931,34.1979991,43.7722065
HD 16175 b,HD 16175,39.2577379,42.0624526
HD 66428 b,HD 66428,120.8691654,-1.1636019
HIP 55507 b,HIP 55507,170.5227246,46.907803
BD+63 1405 b,BD+63 1405,271.3979337,63.6700064
HD 129445 b,HD 129445,221.5104196,-68.7629901
BD-06 1339 b,BD-06 1339,88.2511811,-5.9963378
HD 149806 b,HD 149806,249.2855187,0.2546794
BD-06 1339 c,BD-06 1339,88.2511811,-5.9963378
HD 135872 b,HD 135872,229.4213643,-5.2024735
HD 190228 b,HD 190228,300.7537294,28.3065564
HD 88072 b,HD 88072,152.3467466,2.371054
GJ 9714 b,GJ 9714,315.4141767,-32.5250028
HD 167768 b,HD 167768,274.2213308,-3.0085807
HD 217958 b,HD 217958,346.136577,-25.6917758
HD 86065 b,HD 86065,148.9256674,-18.1069385
HD 23596 b,HD 23596,57.0018601,40.5307308
HIP 35965 b,HIP 35965,111.2025182,-51.3257507
HD 10697 b,HD 10697,26.2324076,20.0826974
AF Lep b,AF Lep,81.7699216,-11.9011752
HD 72659 b,HD 72659,128.5128072,-1.5686323
HD 109988 b,HD 109988,189.8154662,-32.7263607
HD 56957 b,HD 56957,109.3253986,-40.6560651
Kepler-856 b,Kepler-856,289.6038379,46.3149097
Kepler-450 c,Kepler-450,295.4865821,51.0135237
HR 858 d,HR 858,42.9849779,-30.8140609
WASP-187 b,WASP-187,17.47474,25.6816494
Kepler-495 b,Kepler-495,285.9307362,39.0981201
Kepler-495 c,Kepler-495,285.9307362,39.0981201
Kepler-1726 b,Kepler-1726,284.3861498,45.7197342
Kepler-493 b,Kepler-493,295.3075252,38.8815716
BD+20 2457 b,BD+20 2457,154.186782,19.8912626
TOI-2338 b,TOI-2338,81.3445824,-34.6682491
PZ Tel b,PZ Tel,283.2745823,-50.1808952
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,264.5166667,-28.041625
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,264.327,-27.8320611
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,264.5600417,-27.1504111
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,264.2845,-29.7091111
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,267.3970417,-21.9762
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,270.02925,-32.3752778
TOI-1450 A b,TOI-1450 A,286.8540627,59.0866254
Kepler-210 b,Kepler-210,292.5034196,43.0832188
HD 70642 b,HD 70642,125.3661079,-39.7044432
HD 25015 b,HD 25015,59.4335463,-20.2673347
HD 191806 b,HD 191806,302.368758,52.2767265
HD 95544 b,HD 95544,166.3231784,81.0389868
HD 103891 b,HD 103891,179.4382907,-8.5486195
HIP 948 b,HIP 948,2.9276336,-39.2304879
HD 30562 b,HD 30562,72.1529519,-5.6751152
HIP 67537 b,HIP 67537,207.5808445,-39.9008996
HD 69123 b,HD 69123,123.55499,-35.4899246
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,268.9682917,-29.8185278
Kepler-427 b,Kepler-427,288.2545808,43.7048379
CoRoT-18 b,CoRoT-18,98.1724172,-0.0316045
BD+20 2457 c,BD+20 2457,154.186782,19.8912626
HD 179949 b,HD 179949,288.8890182,-24.1797939
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,270.5375417,-29.4148889
Kepler-1052 b,Kepler-1052,295.34273,46.6022134
CoRoT-13 b,CoRoT-13,102.7211432,-5.0864557
HD 80606 b,HD 80606,140.6569501,50.6037764
HD 108874 b,HD 108874,187.6126029,22.8794399
HD 177830 b,HD 177830,286.3363574,25.9204327
HD 210277 b,HD 210277,332.3748117,-7.5505962
HD 7924 b,HD 7924,20.4956562,76.7101475
HD 8574 b,HD 8574,21.3033807,28.5660169
Kepler-970 b,Kepler-970,289.6252192,40.7087351
HD 90156 b,HD 90156,155.9801144,-29.645103
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,274.322125,-25.3239389
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,267.8825833,-29.5654722
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,269.640125,-31.2623889
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,268.506125,-30.6048056
LkCa 15 b,LkCa 15,69.8241791,22.3508662
HD 130322 b,HD 130322,221.8857975,-0.2820782
HD 102195 b,HD 102195,176.4254063,2.8209912
HD 2638 b,HD 2638,7.4990038,-5.76496
GJ 317 c,GJ 317,130.2445254,-23.452809
GJ 414 A c,GJ 414 A,167.7745044,30.4451688
HD 46375 b,HD 46375,98.3030763,5.4625071
HD 192310 b,HD 192310,303.8284712,-27.0337556
HD 115954 b,HD 115954,199.9853694,38.3691383
HD 11505 b,HD 11505,28.2750265,-1.3284416
HD 32963 b,HD 32963,76.9820146,26.3276805
HD 80869 b,HD 80869,140.7912931,33.9048294
HD 55696 b,HD 55696,108.0622029,-38.174639
HD 34445 b,HD 34445,79.4207483,7.3527156
GJ 15 A b,GJ 15 A,4.6126677,44.0247296
GJ 15 A c,GJ 15 A,4.6126677,44.0247296
HIP 97233 b,HIP 97233,296.4221207,-0.6968794
BD+60 1417 b,BD+60 1417,190.8875453,60.0143636
Kepler-1708 b,Kepler-1708,296.8241065,43.6248197
KOI-4777.01,KOI-4777,287.2621474,42.0322257
HIP 5763 b,HIP 5763,18.495343,16.4942738
HIP 34222 b,HIP 34222,106.4257786,27.4704132
HIP 86221 b,HIP 86221,264.294875,27.896391
Kepler-53 b,Kepler-53,290.4617926,40.5624966
HD 80913 b,HD 80913,138.1021548,-81.768451
HD 195019 b,HD 195019,307.0792427,18.7692509
ups And d,ups And,24.1983534,41.4038147
HD 105779 b,HD 105779,182.6612053,-16.9564908
16 Cyg B b,16 Cyg B,295.4656422,50.5168243
ups And b,ups And,24.1983534,41.4038147
HD 217107 b,HD 217107,344.5647243,-2.3954489
HD 187123 b,HD 187123,296.7428786,34.41899
HD 187123 c,HD 187123,296.7428786,34.41899
GJ 27.1 b,GJ 27.1,9.9980016,-44.2541679
GJ 160.2 b,GJ 160.2,61.6454173,-20.8564724
GJ 180 c,GJ 180,73.460097,-17.776194
GJ 682 b,GJ 682,264.2610245,-44.3232519
GJ 682 c,GJ 682,264.2610245,-44.3232519
NY Vir c,NY Vir,204.7005847,-2.0303873
HD 233832 b,HD 233832,171.5196515,50.3763099
Kepler-361 b,Kepler-361,296.8034146,46.7411011
Kepler-299 d,Kepler-299,283.2070156,48.5805222
Kepler-136 c,Kepler-136,296.4673039,42.5987984
Kepler-121 b,Kepler-121,286.1621273,39.6780204
Kepler-119 b,Kepler-119,295.9463854,42.6588324
Kepler-251 e,Kepler-251,296.5662171,44.1058077
Kepler-258 c,Kepler-258,294.0684116,46.5791357
Kepler-267 c,Kepler-267,299.8305655,47.1575741
Kepler-269 c,Kepler-269,290.2151459,41.775981
GU Psc b,GU Psc,18.146485,17.0650029
Kepler-783 c,Kepler-783,291.0628615,47.484789
Kepler-1960 b,Kepler-1960,294.6969361,46.7202043
Kepler-1868 b,Kepler-1868,293.2983733,43.5558025
iot Dra b,iot Dra,231.2323227,58.9661403
YSES 2 b,YSES 2,171.9802779,-66.4345736
Kepler-311 c,Kepler-311,282.0612731,47.0854984
Kepler-501 b,Kepler-501,297.2014919,41.7301534
V830 Tau b,V830 Tau,68.2918259,24.5619241
Kepler-1845 b,Kepler-1845,292.9016226,38.297032
Kepler-1740 b,Kepler-1740,293.873663,38.9224548
Kepler-1763 b,Kepler-1763,294.1130368,40.3628861
Kepler-1753 b,Kepler-1753,288.236664,46.6058744
Kepler-1942 b,Kepler-1942,294.9805416,44.4252384
Kepler-1799 b,Kepler-1799,288.3086994,51.4783348
Kepler-600 b,Kepler-600,283.8330588,41.9786358
Kepler-641 b,Kepler-641,291.8235292,42.5161945
Kepler-208 b,Kepler-208,293.8901979,42.5279413
Kepler-1832 b,Kepler-1832,299.8517779,43.7320611
Kepler-1730 b,Kepler-1730,281.9605834,43.7030386
HD 106252 b,HD 106252,183.3730583,10.0404302
Kepler-1955 b,Kepler-1955,299.5347603,40.4777528
Kepler-1713 b,Kepler-1713,287.3456737,43.3783894
Kepler-580 b,Kepler-580,283.4997537,40.5528053
Kepler-514 b,Kepler-514,286.2471739,50.2423694
Kepler-132 b,Kepler-132,283.23581,41.343037
Kepler-1486 b,Kepler-1486,290.5903907,45.4396955
Kepler-590 b,Kepler-590,296.3855467,48.2334177
Kepler-166 c,Kepler-166,293.1600977,48.8812074
Kepler-596 b,Kepler-596,289.5006797,51.6857106
Kepler-1838 b,Kepler-1838,298.9917165,40.14226
Kepler-137 c,Kepler-137,282.1355875,43.0391951
Kepler-523 b,Kepler-523,284.0611224,45.5068127
Kepler-140 b,Kepler-140,287.3694056,46.7681473
Kepler-594 b,Kepler-594,288.9217259,49.7620237
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,269.3385833,-28.6746389
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,270.6835833,-28.0605
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,264.4885417,-28.1483889
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,272.4213333,-25.7465806
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,272.4249167,-29.2241528
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,270.5440417,-27.5806694
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,265.4115,-24.3739389
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,266.44725,-26.2663694
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,270.166375,-27.3415833
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,267.6298333,-31.9240556
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,268.1020833,-30.5483889
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,272.4713333,-29.7622111
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,266.62325,-24.2722694
Kepler-181 c,Kepler-181,296.1512831,50.0957806
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,270.0964583,-28.6311389
SR 12 AB c,SR 12 AB,246.8312363,-24.6946687
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,269.5957917,-27.5669389
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,271.38525,-28.4902806
Kepler-642 b,Kepler-642,293.8345542,42.624948
Kepler-244 b,Kepler-244,287.242641,42.3014185
Kepler-1090 c,Kepler-1090,295.6629002,44.5258237
Kepler-1776 b,Kepler-1776,291.5344017,47.0424958
Kepler-461 b,Kepler-461,292.2490563,46.1647909
Kepler-931 b,Kepler-931,297.1326937,42.7682885
Kepler-1650 b,Kepler-1650,297.7292296,42.8666919
Kepler-1858 b,Kepler-1858,292.3074315,46.626579
Kepler-1851 b,Kepler-1851,285.6737597,45.6398375
Kepler-1751 b,Kepler-1751,284.8465476,49.6923412
Kepler-1893 b,Kepler-1893,298.4012866,44.8381709
Kepler-1311 d,Kepler-1311,289.6512597,43.8244445
Kepler-1689 b,Kepler-1689,291.5741663,38.6559433
Kepler-1847 b,Kepler-1847,296.6014013,44.3252289
Kepler-1865 b,Kepler-1865,293.941238,41.5904136
Kepler-1663 b,Kepler-1663,290.4015156,48.8227234
Kepler-1073 d,Kepler-1073,294.1527259,38.2330886
KIC 8540376 c,KOI-7892,282.3775397,44.694569
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,268.999667,-29.8631389
Kepler-913 c,Kepler-913,297.5830564,41.9523531
Kepler-1861 b,Kepler-1861,295.8465148,49.9361586
Kepler-1691 b,Kepler-1691,286.2543962,41.0218373
Kepler-381 b,Kepler-381,285.1828685,43.8310283
Kepler-1889 b,Kepler-1889,297.1992577,41.2264404
HD 216520 b,HD 216520,341.8768719,83.6975307
Kepler-1796 b,Kepler-1796,301.5430397,44.6056251
Kepler-1038 b,Kepler-1038,298.9721472,44.1323499
Kepler-1867 b,Kepler-1867,294.9971007,43.4358698
Kepler-1693 b,Kepler-1693,290.2015581,48.1857799
GJ 887 c,GJ 887,346.4668274,-35.8530693
Kepler-1966 b,Kepler-1966,292.4637788,41.2990438
Kepler-1690 b,Kepler-1690,288.1566649,41.8779417
Kepler-1064 b,Kepler-1064,291.7415821,37.6888103
Kepler-141 b,Kepler-141,297.9707271,47.7316041
Kepler-994 b,Kepler-994,289.0720752,47.406918
Kepler-824 b,Kepler-824,290.477406,39.7319975
Kepler-1211 b,Kepler-1211,285.7207618,40.8569116
Kepler-333 b,Kepler-333,292.2861201,40.9135429
Kepler-841 b,Kepler-841,284.2513637,48.8095962
Kepler-153 c,Kepler-153,282.460502,48.2570293
Kepler-387 c,Kepler-387,287.7982699,45.6567655
Kepler-934 b,Kepler-934,290.2884494,43.7552623
Kepler-317 b,Kepler-317,294.9438822,39.0320499
Kepler-280 b,Kepler-280,291.3905325,42.1804735
Kepler-388 c,Kepler-388,284.8280577,44.6086451
Kepler-238 d,Kepler-238,287.8971066,40.6378141
Kepler-241 c,Kepler-241,292.9131121,41.0609786
Kepler-1215 b,Kepler-1215,297.4636477,48.1813978
Kepler-1044 b,Kepler-1044,293.1444017,46.6662155
Kepler-66 b,Kepler-66,293.9815378,46.687728
Kepler-1029 b,Kepler-1029,292.1328738,41.5474786
Kepler-965 b,Kepler-965,298.5153169,41.8912305
Kepler-184 c,Kepler-184,291.9518784,43.0746172
Kepler-1333 b,Kepler-1333,293.5275797,41.111394
Kepler-342 b,Kepler-342,292.6780488,46.7266813
Kepler-836 b,Kepler-836,287.4527659,45.7043964
Kepler-1337 b,Kepler-1337,287.0091176,46.7961229
Kepler-292 c,Kepler-292,295.7661979,42.4242822
Kepler-789 b,Kepler-789,295.9751549,38.9466396
Kepler-245 e,Kepler-245,291.6389972,42.4363482
Kepler-988 b,Kepler-988,290.7082585,42.2372245
Kepler-351 c,Kepler-351,286.4527949,42.6577891
Kepler-920 b,Kepler-920,284.2969363,49.1585983
Kepler-156 b,Kepler-156,290.2964214,37.7494271
Kepler-234 c,Kepler-234,291.6535379,38.4946597
Kepler-251 d,Kepler-251,296.5662171,44.1058077
Kepler-253 d,Kepler-253,291.8419337,44.858124
HD 83443 c,HD 83443,144.2994103,-43.272721
HD 156668 b,HD 156668,259.4183491,29.228161
HD 83443 b,HD 83443,144.2994103,-43.272721
Kepler-1692 b,Kepler-1692,286.9241804,47.0537092
KIC 10068024 b,KIC 10068024,288.8470423,47.0228607
Kepler-1862 b,Kepler-1862,296.7533555,49.3780726
Kepler-324 b,Kepler-324,286.4714473,49.6490933
Kepler-324 e,Kepler-324,286.4714473,49.6490933
Kepler-1610 b,Kepler-1610,295.9049795,45.4054296
Kepler-1488 c,Kepler-1488,286.6464265,49.9377735
Kepler-1754 b,Kepler-1754,295.4570818,50.0771838
Kepler-1514 c,Kepler-1514,292.6274943,37.8601653
Kepler-1805 b,Kepler-1805,285.0865387,40.8990506
Kepler-1939 b,Kepler-1939,285.6899312,40.9946659
Kepler-598 b,Kepler-598,293.1234493,40.9348005
Kepler-1830 b,Kepler-1830,295.1390408,40.9790527
Kepler-1312 b,Kepler-1312,292.9712801,41.0357494
Kepler-487 b,Kepler-487,295.2872318,41.2220033
Kepler-1824 b,Kepler-1824,296.7071957,41.2036197
Kepler-1764 b,Kepler-1764,293.8799047,41.3938374
Kepler-1783 b,Kepler-1783,297.0210984,41.3771655
Kepler-1696 b,Kepler-1696,295.5761011,42.0233639
Kepler-1729 b,Kepler-1729,296.6939428,42.6261145
Kepler-1718 b,Kepler-1718,292.2349191,42.9094618
Kepler-1912 b,Kepler-1912,282.1178211,46.2239547
Kepler-534 b,Kepler-534,296.4185696,49.540148
Kepler-1680 b,Kepler-1680,297.0746571,39.9338893
Kepler-1898 b,Kepler-1898,287.2058009,38.4981903
Kepler-1666 c,Kepler-1666,297.9516071,46.2647024
Kepler-1743 b,Kepler-1743,290.5523552,48.1262575
Kepler-1929 b,Kepler-1929,299.5833362,47.4481244
Kepler-1820 b,Kepler-1820,296.71274,48.2722828
Kepler-1800 b,Kepler-1800,297.6513317,40.3524154
Kepler-1165 b,Kepler-1165,286.9712284,44.7082669
Kepler-1873 b,Kepler-1873,294.596557,46.0483705
Kepler-1922 b,Kepler-1922,292.3303706,37.9970696
Kepler-1719 b,Kepler-1719,284.7068546,38.9367566
Kepler-1897 b,Kepler-1897,294.2901043,39.126871
Kepler-1795 b,Kepler-1795,286.4792568,39.2698793
Kepler-1815 b,Kepler-1815,300.170472,43.9849048
Kepler-1165 c,Kepler-1165,286.9712284,44.7082669
Kepler-1846 b,Kepler-1846,294.3909489,44.7629523
Kepler-1881 b,Kepler-1881,293.6393065,44.9825447
Kepler-1315 b,Kepler-1315,295.8215678,46.0530562
Kepler-1853 b,Kepler-1853,284.7478834,46.3735415
Kepler-1953 b,Kepler-1953,287.9680995,46.4705959
BD+55 362 b,BD+55 362,23.9636676,56.6982282
HD 96992 b,HD 96992,167.5966158,43.9189897
Kepler-1779 b,Kepler-1779,300.4174607,45.6054854
Kepler-1734 b,Kepler-1734,294.163167,41.4517316
Kepler-1676 b,Kepler-1676,287.2368778,43.5671665
Kepler-633 c,Kepler-633,295.2173259,40.5921599
Kepler-1860 b,Kepler-1860,294.3508497,50.0809627
KOI-1831 d,Kepler-324,286.4714473,49.6490933
BD+45 564 b,BD+45 564,32.9470485,45.9242187
Kepler-1835 b,Kepler-1835,280.3148152,43.9856885
HD 68988 c,HD 68988,124.5935429,61.4608518
Kepler-1468 d,Kepler-1468,293.5198289,41.2773671
Kepler-1927 b,Kepler-1927,296.3546093,41.3355698
Kepler-1701 b,Kepler-1701,286.6088625,41.8892986
Kepler-1962 b,Kepler-1962,289.5483989,40.1641457
Kepler-1755 b,Kepler-1755,296.846092,40.1385777
Kepler-1679 b,Kepler-1679,293.9005786,50.4270507
Kepler-1852 b,Kepler-1852,288.0297157,40.3441934
Kepler-1923 b,Kepler-1923,298.0834457,40.3462551
Kepler-1870 b,Kepler-1870,293.9335076,40.590704
Kepler-1841 b,Kepler-1841,287.7069031,40.6852161
Kepler-1756 b,Kepler-1756,294.364904,40.7208898
Kepler-1836 b,Kepler-1836,292.3150933,40.8387799
Kepler-1793 b,Kepler-1793,291.9129477,40.9539265
HD 107148 b,HD 107148,184.8059773,-3.3199927
HD 107148 c,HD 107148,184.8059773,-3.3199927
Kepler-647 c,Kepler-647,284.7882977,44.5916225
HD 203030 b,HD 203030,319.7432238,26.2305846
Kepler-595 c,Kepler-595,294.5703593,50.6730147
Kepler-1822 b,Kepler-1822,297.2855,41.3055733
Kepler-1855 b,Kepler-1855,283.4018628,41.5161554
Kepler-1879 b,Kepler-1879,289.3644209,41.5332589
Kepler-1073 b,Kepler-1073,294.1527259,38.2330886
Kepler-1910 b,Kepler-1910,296.6171677,41.2811677
Kepler-1794 b,Kepler-1794,300.6196594,45.7888068
Kepler-1906 b,Kepler-1906,293.8266166,38.8565906
GJ 411 b,GJ 411,165.834471,35.972317
Kepler-1920 b,Kepler-1920,291.0620355,38.8632881
Kepler-1926 b,Kepler-1926,291.1987905,44.1662033
Kepler-1789 b,Kepler-1789,282.8631419,41.7966332
Kepler-196 c,Kepler-196,284.9685077,42.0791214
Kepler-196 d,Kepler-196,284.9685077,42.0791214
Kepler-1902 b,Kepler-1902,292.7376545,42.0147792
Kepler-1892 b,Kepler-1892,299.081007,42.0180957
Kepler-1746 b,Kepler-1746,288.3203979,42.2613874
Kepler-1918 b,Kepler-1918,292.530546,42.2145765
Kepler-1909 b,Kepler-1909,290.889409,42.4596251
Kepler-1825 b,Kepler-1825,292.5140647,42.6517554
Kepler-1266 b,Kepler-1266,285.8693277,42.7279996
Kepler-1904 b,Kepler-1904,288.8744026,51.1542215
